nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Lola,Female,Puppy,Medium,Dog,"Good with children, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Obedient, Likes to walk",Emmanuelle M.Particular,"Tarragona, España",18 kg,Medium,"Lamentándolo mucho, por motivos de salud mental de mi tía nos tenemos que mudar a su piso para cuidarla y ella bajo ningún concepto admite convivir con un perro.",https://petshelter.miwuki.com/c/fQqHxkj8nU,miwuki,0
Chico,Male,Adult,Small,Dog,"Good with other dogs, Good with people, Affectionate",Esperanza Canina EspañaProtectora,"Cádiz, España",5 kg,Low,"mestizo de unos 3 años abandonado a su suerte.es un perro bueno,noble y obediente.no da ningun problema con la manada.pesara unos 4 kilos tamaño ideal para una casa.esta esterilizado y busca un hogar. Contacto por facebook https://www.facebook.com/Esperanzacaninachipi/ O en el número de teléfono 652072903",https://petshelter.miwuki.com/c/8Wt9P2hgbA,miwuki,2
Simba,Male,Adult,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Playful, Obedient, Likes to walk, Protective",Luci M.Particular,"Cantabria, España",25 kg,Low,"El es Simba, uno de los perros más cariñosos que he conocido, le gusta estar pegadito a sus humanos, nos sigue a todos lados. Es tranquilo, sólo quiere amor. Lo rescatamos en una protectora, nos compró su mirada, era su momento de salir de ahí, tuvo un pasado de soledad. Es excelente con niños (tenemos un nene de dos años) y se emociona cuando lo sacan a pasear. Debemos darlo en adopción porque me encuentro con problemas de salud y no le puedo dar los cuidados que merece, tengo que viajar mucho y debo dejarlo sólo. Sufre mucho la ansiedad de separación. 
No convive muy bien con perros macho. Es un hábito que aún no hemos podido sacarle. Sólo necesita algo de paciencia y una familia responsable que lo quiera como es y  que le pueda dar todo su amor, el amor que se merece luego de una vida tan dura.
Necesitamos urgente una familia para Simba que pueda cuidarlo y amarlo, nosotros estamos pasando un momento personal difícil y no podemos con todo.",https://petshelter.miwuki.com/c/PtgJcHohLO,miwuki,0
Robin,Male,Adult,Small,Dog,"Good with other dogs, Good with people, Sleepy, Independent, Shy",El Refugio de TizzianoProtectora,"Madrid, España",0 kg,Low,"Necesita ACOGIDA o ADOPCIÓN.

Podenco mini. 3 años y tamaño pequeño 6-8  kg. 

Es un perrito muy desconfiado ya que estuvo viviendo durante 4 meses en la calle entre los coches. Es algo que con paciencia y cariño se puede solucionar sin problemas ya que la mayoría de los perros que vivieron durante algún tiempo en la calle sufren de este miedo y desconfianza, pero con atenciones y cuidados se soluciona fácilmente.
Es un perro sociable, convive en manada.

No testado con gatos, se puede testar sin problema.

Se encuentra en Lorca (Murcia), pero puede viajar.

Para ACOGER o ADOPTAR: Whatsapp 633 91 92 21",https://petshelter.miwuki.com/c/43cm2TvvMD,miwuki,2
Django,Male,Adult,Large,Dog,"Good with children, Good with people, Affectionate",RefugiadosProtectora,"Murcia, España",30 kg,High,"DJANGO ESTUVO CON UNA FRACTURA DE TIBIA DEAMBULANDO POR LA CALLES DE CARTAGENA, HASTA QUE APARECIO UNA NOCHE EN LA PUERTA DE UNA COMPAÑERA Y LO RECOGIÓ. YA ESTA COMPLETAMENTE RECUPERADO DE SU OPERACION Y AHORA LLEVARA UNA VIDA COMPLETAMENTE NORMAL. ES VITAL, ALEGRE Y CARIÑOSO, SI QUIERES CONOCER, ACOGER, APADRINAR O ADOPTAR A ESTE CAMPEON ESCRIBENOS CORREO A refugiadosct@hotmail.com. Facebook: Refugiados",https://petshelter.miwuki.com/c/1znYvniIti,miwuki,2
Filo,Female,Young,Medium,Dog,"Good at home, Good with cats, Good with people, Affectionate, Likes company, Sleepy, Playful, Likes to walk, Protective, Shy",Fabiola H.Particular,"Buenos Aires, Argentina",14 kg,Medium,"La encontre hace unos 4 meses en la calle estaba con heridas y enferma, la lleve al veterinario y con mucho amor se recupero. Nos dijo el veterinario q tiene entre 1- 1 año y medio.

Es una perrita miedosa y a veces ladra mucho o llora, le cuesta confiar en las personas (nose si la abandonaron o la golpeaban), pero una vez que lo hace es muy cariñosa y juguetona, siempre esta encima dando besos o siguiendote, le encanta ir al parque. 
Me encantaria quedarmela pero hace poco empece a trabajar y se la pasa mucho tiempo sola y se que no es lo que se merece, ademas la dueña ya me dijo que se tiene q ir.

Con algunos gatos y perros es muy juguetona y con otros se pone a llorar.
Para adoptarla el unico requisito es que le tenga paciencia y que tenga un gran corazon para quererla y no abandonarla.",https://petshelter.miwuki.com/c/IBaiESuoDK,miwuki,0
Klein,Male,Unknown,Medium,Dog,"Good with other dogs, Good with people, Affectionate, Playful",La Huella Roja AlmeríaProtectora,"Almería, España",0 kg,Medium,"🐾KLEIN🐾
MACHO
F.N: 
TAMAÑO MEDIANO (CM)
KG 
CRUZADO
EN EL REFUGIO DESDE: 28-12-2022

Estos perritos fueron abandonados por sus dueños al volver a su país. 

Llevaban varias semanas en la puerta de lo que fue su casa,mendigando amor a todo el que pasaba.

No podemos llegar a entender que tengas dos perritos formando parte de tu familia y después los abandones sin ningún tipo de miramiento.

Lo importante es que gracias a sus maravillosas vecinas que han cuidado de ellos, dándoles amor, alimento y suplicando ayuda para ellos ya están a salvo.

Así que Calvin y Klein ya están con nosotros en busca de una nueva familia.

Siempre se necesitan madrinas o padrinos para ayudarnos con sus gastos, si estas interesado en adoptar, amadrinar, o cualquier duda escribe a lahuellaroja.almeria@gmail.com  

Si quieres ayudar con los gastos:
Unicaja: ES 77 – 2103-5011-11- 0030006775
Swift code: UCJAES2M
PAYPAL (Opción familiar o amigo): lahuellaroja.almeria@gmail.com
TEAMING: https://www.teaming.net/lahuellarojaalmeria?lang=es_ES

También puedes visitar nuestra pagina web: http:///www.lahuellarojaalmeria.com
Nuestro Facebook: La Huella Roja Almería
Nuestro Twitter: La Huella Roja
Nuestro Instagram: la_huella_roja

Hazte voluntario: lahuellaroja.voluntarios@gmail.com
Hazte socio: lahuellaroja.socio@gmail.com

MUCHAS GRACIAS!!!",https://petshelter.miwuki.com/c/HCUnBXXSvi,miwuki,2
Jack,Male,Adult,Large,Dog,"Good with children, Good with other dogs, Good with people, Affectionate, Obedient",Adopciones Luna y TamaraProtectora,"Ciudad de México, México",35 kg,Low,"JACK es sociable, amoroso faldero",https://petshelter.miwuki.com/c/V0EAaHOcKQ,miwuki,2
Blacky,Male,Young,Unknown,Dog,"Good at home, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Manuel L.Particular,"Madrid, España",27 kg,Medium,Es un perro formidable y noble,https://petshelter.miwuki.com/c/OywEGuZFiP,miwuki,0
Tapa,Female,Young,Medium,Dog,"Good at home, Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Playful, Likes to walk, Protective",Adopta MestizosProtectora,"Córdoba, España",20 kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/QgER2sYSyT,miwuki,0
Chica,Female,Adult,Large,Dog,"Good at home, Good in the car, Good with cats, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Obedient",Refugio TurgaliumProtectora,"Cáceres, España",35 kg,Medium,Chica es una preciosa perrita sociable y mimosa que busca un nuevo hogar después del fallecimiento de su anterior dueño.,https://petshelter.miwuki.com/c/05XN34xwaM,miwuki,0
Charito,Female,Young,Small,Dog,Affectionate,Red de Protección Animal Perros del AlmaProtectora,"Buenos Aires, Argentina",0 kg,Undetermined,"Está castrada y tiene un año aprox. Es muy buenita y chica de tamaño. Vive con su amigo Toño en una carpintería, sobre la ruta y van detrás de los autos. Un compañerito fue atropellado y murió. No queremos perder a otro?",https://petshelter.miwuki.com/c/WK5L9K8cPR,miwuki,2
Cooper,Male,Adult,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with other dogs, Good with people, Affectionate, Independent, Likes to walk",Borja F.Particular,"Barcelona, España",20 kg,Low,Lo adquirí de cachorro y ha estado conmigo hasta la fecha.,https://petshelter.miwuki.com/c/T4K3mUrhBD,miwuki,0
Skip - Sharpei De 1 Año-Tlf 645978718,Male,Young,Unknown,Dog,"Good at home, Good in the car, Good with cats, Good with children, Good with other animals, Good with other dogs, Good with people, Good temperament, Affectionate, Likes company, Playful, Obedient, Likes to walk",Nuria M.Particular,"Barcelona, España",kg,Undetermined,"Tlf de contacto 645978718
Skip es una belleza de perrito. Muy sociable y cariñoso con personas.",https://petshelter.miwuki.com/c/9WAoHkCpvh,miwuki,0
Tristán,Male,Unknown,Medium,Dog,Descripción no disponible,Rescate Animal GranadaProtectora,"Granada, España",0 kg,Undetermined,"Tristán, o 3patis para los amigos, es un perrito que se encontró hace dos años con la pata totalmente abierta. Fue llevado al veterinario, donde se decidió que lo más prudente era la amputación, ¡y ahora es un corredor profesional a tres huellas!

Tristán vive en una acogida con campo, donde corre y juega con sus amigos caninos. Él está acostumbrado a que haya humanos alrededor, y hace caso cuando hay que entrar a algún sitio o a comer, aunque aún no admite del todo el contacto humano.

Necesita tiempo para acostumbrarse a una vida de confianza plena en el ser humano, pero hasta entonces le vendría genial una casa de acogida o permanente que quiera trabajar con él y enseñarle que no todos los humanos le van a hacer daño.",https://petshelter.miwuki.com/c/YyhR3Cb3ic,miwuki,5
Krueger,Male,Young,Large,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Obedient, Likes to walk, Protective",Jose A.Particular,"Barcelona, España",33 kg,Medium,"Hola me llamo Krueger soy un jovencito a punto de cumplir 2 años., mestizo rottweiler con braco Me encanta jugar con niños y perros, siempre quiero jugar a pelota y salir a pasear por la playa y la montaña.
Por motivos médicos , mi dueña se a puesto muy malita pasa períodos largos en hospitales y no puedo seguir con mi actual familia, necesito una adopción lo más urgente posible",https://petshelter.miwuki.com/c/Eu4neMQLol,miwuki,0
Alaska,Female,Adult,Unknown,Dog,"Good at home, Good in the car, Good with children, Good temperament, Affectionate, Likes company, Likes to walk",PATAS SIN FRONTERASProtectora,"Alicante, España",8 kg,Medium,"‼️ ADOPCIÓN PARA ALASKA ‼️

Recogimos a esta perrita tras haber pasado por dos familias en tan solo un año. La llamamos Alaska, tiene unos cuatro años y cuenta con un tamaño pequeño pesando solamente 8 kg. Además, es albina, casi ciega (ve sombras) y casi sorda (hay sonidos que sí los oye) aunque hace vida completamente normal y sin problema. Está vacunada, esterilizada, desparasitada y lleva chip. Sobre su carácter, primero reacciona marcando al no verse bien con otros perros, pero es buenísima y muy muy cariñosa con personas ya que busca protección y mimos. Respecto a su comportamiento, se porta en casa de forma fantástica y no llora. También creemos que puede llegar a adaptarse perfectamente a vivir con otros animales. Sin embargo, ahora mismo la vemos muy asustada porque no entiende lo que ocurre.",https://petshelter.miwuki.com/c/OpeF0i9G6P,miwuki,0
Jack,Male,Young,Medium,Dog,"Good at home, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Sleepy, Escapista, Playful, Likes to walk, Protective, Shy",Fernando G.Particular,"Pichincha, Ecuador",17 kg,High,"Es un Husky siberiano combinado tiene la cola mocha pero es de nacimiento nosotros no le hemos ningúna cosa que lo lastime posee un año y 7 meses de edad es cariñoso, juguetón, protector, le gusta correr, jugar y es tímido con personas extrañas",https://petshelter.miwuki.com/c/sXpB0oCWT5,miwuki,0
Vanessa,Female,Young,Medium,Dog,"Good with children, Good with other animals, Good with other dogs, Good with people, Likes company, Independent, Playful, Protective",Omeyocan AcProtectora,"Ciudad de México, México",0 kg,Medium,"Una perrita amigable, juguetona y apta para convivir con otros perritos y con niños. Es protectora y le gusta estar acompañada.",https://petshelter.miwuki.com/c/ueGdo5XCgh,miwuki,2
Aiza,Female,Adult,Medium,Dog,Descripción no disponible,Centro Municipal De Control De Zoonosis Murcia - CeproamurProtectora,"Murcia, España",19 kg,Undetermined,"Aiza es una perrita sociable, cariñosa y buena. Convive con otros perros, tanto machos como hembras.",https://petshelter.miwuki.com/c/cRq4jZYniS,miwuki,5
Nieve,Female,Senior,Unknown,Dog,"Affectionate, Shy",Affinity Nutrition CenterProtectora,"Barcelona, España",kg,Undetermined,"Perrita cariñosa y sociable con personas y perros, que busca familia en un entorno preferentemente rural.",https://petshelter.miwuki.com/c/EBeudxS1bh,miwuki,2
Tito,Male,Adult,Unknown,Dog,"Good in the car, Good with children, Good with other animals, Good with other dogs, Good with people, Affectionate, Likes company, Playful, Likes to walk, Protective",Ester D.Particular,"Toledo, España",17 kg,Medium,"Tito es un perro muy cariñoso y sociable, tanto con personas como con otros perros.",https://petshelter.miwuki.com/c/Dg7TTmeXum,miwuki,0
Justin,Male,Young,Small,Dog,"Good with children, Good with other animals, Affectionate",Fundación LaikaProtectora,"Sinaloa, México",0 kg,Undetermined,Historia no disponible,https://petshelter.miwuki.com/c/fHMN8uxkGK,miwuki,2
Levis,Male,Young,Unknown,Dog,"Affectionate, Playful",Centro Zoosanitario Municipal De AlmeríaProtectora,"Almería, España",kg,Medium,Historia no disponible,https://petshelter.miwuki.com/c/2HsJwrYKTr,miwuki,2
Mamilú,Female,Young,Medium,Dog,Descripción no disponible,DogHorseCityProtectora,"Toledo, España",0 kg,Undetermined,"❤️🐾MAMILU, mestiza de podenca nacida aprox en febrero 2019. 

Ojalá alguna vez pudiéramos comenzar nuestras historias con un principio feliz. Pero por desgracia, estamos aquí para hacer lo posible por cambiar todas esas vidas que comenzaron de la forma mas injusta y cruel. Y una vez mas la historia se repite, en este caso nuestra protagonista se llama Mamilu.

Nos la encontramos en un pueblo de Toledo, su físico desvelaba que acababa de ser mamá. Su desesperación nos hacia ver que algo no iba bien, pues buscaba sin cesar a sus cachorros. Nos unimos a ella buscando en cada rincón del pueblo. Pero todo esfuerzo fue en vano, ya que estos nunca aparecieron. 

Los primeros días en el centro, Mamilu era un manojo de nervios y ansiedad. Su fuerte instinto maternal no se daba por vencido…Absolutamente comprensible. 
Pero a medida que ha ido pasando el tiempo y con mucha paciencia y cariño de los cuidadores, nos ha hecho ver que es una perrita excepcional.

Siempre cariñosa, activa, graciosa y alegre. Espera expectante su ratito de juegos y caricias, y adora los paseos interminables y divertidos. Convive con otros perros sin problemas, le encanta jugar y corretear. 
Queremos que la historia de Mamilu termine con el mas feliz de los finales… ¿¿Nos ayudas a escribir su final?? 💞

📸Fotos: @amigosmuyqueridos

❤️🐾Para ADOPCIÓN rellena el formulario:
https://goo.gl/forms/CzmkbzfE6HrFQXsR2
Información por whatsapp 623 119 680

🧔🏻🐶 Para APADRINAR rellena el formulario:
https://goo.gl/forms/wIwXNmLOe3iogggT2
Información por whatsapp 623 119 680

———————————***———————————

🇬🇧For more information please contact:
🇩🇪Für weitere Information schreiben Sie bitte an:
🇫🇷Pour plus d'informations s'il vous plaît contacter:

📧 Contact:
dogcityspain@outlook.es
Or fill out the adoption questionnaire:
https://goo.gl/forms/7oyL2GsWntcbcnym1p",https://petshelter.miwuki.com/c/kIGiX48RyS,miwuki,5
